Vehicle_Model,Maintenance_History,Reported_Issues,Vehicle_Age,Odometer_Reading,Days_Since_Last_Service,Last_Service_Date,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,Poor,4,2,67427,443.00,13-02-2024,2,0,12.83590178,Worn Out,New,Weak,1
Bus,Poor,0,6,72403,653.00,18-07-2023,10,1,13.02696913,New,Worn Out,Good,1
SUV,Good,0,4,12820,577.00,02-10-2023,7,2,11.04349623,New,Worn Out,Weak,1
Van,Average,1,6,43856,485.00,02-01-2024,1,2,13.04807769,Good,Good,Weak,1
Truck,Poor,5,7,106295,576.00,03-10-2023,8,1,13.00591053,New,Good,New,1
Van,Average,3,4,105686,626.00,14-08-2023,4,1,17.45632556,Worn Out,Worn Out,Weak,1
Car,Poor,4,9,144071,529.00,19-11-2023,6,2,14.10266514,New,Worn Out,Weak,1
Truck,Poor,0,8,36288,429.00,27-02-2024,8,0,15.16723743,Worn Out,Good,Weak,1
Truck,Good,2,4,70492,678.00,23-06-2023,7,0,10.54199511,New,Worn Out,Good,1
Car,Average,2,7,88963,732.00,30-04-2023,8,3,18.43290713,New,New,Weak,1
Truck,Average,2,7,133275,526.00,22-11-2023,6,1,18.83617841,Good,Worn Out,Good,1
Truck,Average,1,7,21135,731.00,01-05-2023,9,0,19.73522781,Worn Out,Worn Out,Good,1
Bus,Good,4,7,147053,755.00,07-04-2023,2,2,10.72243135,New,Good,New,1
Motorcycle,Average,4,10,108433,701.00,31-05-2023,7,1,16.5098517,Good,Good,Good,1
Bus,Good,1,8,103054,615.00,25-08-2023,1,2,14.40609119,Good,New,Good,0
SUV,Poor,2,7,134737,667.00,04-07-2023,4,1,13.25677337,Worn Out,New,Weak,1
Motorcycle,Poor,2,10,49986,761.00,01-04-2023,7,3,19.02671373,New,Worn Out,New,1
Motorcycle,Poor,2,2,6773,535.00,13-11-2023,10,0,19.42797846,Worn Out,New,New,1
Car,Good,4,8,29805,597.00,12-09-2023,2,1,17.99732966,Good,Worn Out,Good,1
Van,Good,2,10,95488,460.00,27-01-2024,10,2,14.33526002,Worn Out,New,Weak,1
Van,Good,0,8,77780,651.00,20-07-2023,1,1,14.24625609,New,Worn Out,Weak,1
Truck,Poor,4,7,80660,440.00,16-02-2024,7,3,15.5938874,New,Worn Out,Weak,1
Car,Average,3,8,88096,633.00,07-08-2023,7,0,16.19733972,Good,New,New,1
Car,Good,4,5,122436,675.00,26-06-2023,5,0,17.10198368,New,Good,New,1
Bus,Average,2,1,114721,640.00,31-07-2023,10,2,12.04829656,Good,Good,Weak,1
Van,Average,4,1,38454,518.00,30-11-2023,6,2,19.40771998,Good,Good,New,1
Motorcycle,Average,4,4,87496,495.00,23-12-2023,1,1,19.87407846,New,New,Good,1
Motorcycle,Poor,0,8,33867,517.00,01-12-2023,4,3,17.12824618,Worn Out,Worn Out,New,1
Van,Average,4,2,107699,444.00,12-02-2024,4,1,19.69296244,Worn Out,New,New,1
Bus,Poor,0,2,121955,676.00,25-06-2023,1,2,12.20230084,Worn Out,Worn Out,Weak,1
Bus,Poor,1,7,128783,711.00,21-05-2023,4,3,15.16199904,New,Worn Out,Good,1
Truck,Poor,5,1,99480,453.00,03-02-2024,7,2,14.47153115,Worn Out,New,Good,1
Motorcycle,Average,2,1,124777,643.00,28-07-2023,5,0,11.87599646,Worn Out,Worn Out,Good,1
Car,Average,3,10,100372,748.00,14-04-2023,7,1,11.26356283,Good,Worn Out,New,1
Van,Good,5,2,92443,432.00,24-02-2024,2,3,13.78228439,Worn Out,Good,Weak,1
Truck,Good,0,10,68778,552.00,27-10-2023,7,0,15.33719645,New,Good,Good,0
Truck,Average,3,7,74702,746.00,16-04-2023,4,2,11.55466919,New,Worn Out,Good,1
Motorcycle,Good,0,4,82729,619.00,21-08-2023,7,0,13.99013987,New,Good,New,0
Truck,Average,5,2,100562,578.00,01-10-2023,2,0,14.12101248,New,Worn Out,Good,1
Bus,Poor,4,9,27170,546.00,02-11-2023,3,0,15.35179928,New,Worn Out,New,1
Bus,Poor,0,3,132957,674.00,27-06-2023,6,2,14.2102171,New,Good,Weak,1
Motorcycle,Good,2,1,134395,681.00,20-06-2023,8,1,11.20010908,New,Worn Out,Weak,1
SUV,Good,3,6,121690,488.00,30-12-2023,8,0,12.11388809,New,New,Good,0
Bus,Good,1,10,114759,606.00,03-09-2023,3,1,11.37719276,Good,Good,Good,0
Bus,Average,3,4,108965,715.00,17-05-2023,7,1,18.25307632,Worn Out,Worn Out,Good,1
SUV,Good,2,2,144747,439.00,17-02-2024,7,2,19.49550363,Worn Out,Worn Out,Good,1
Bus,Poor,5,1,134276,535.00,13-11-2023,5,2,12.33238009,Worn Out,Good,New,1
Bus,Poor,5,8,125990,659.00,12-07-2023,10,2,17.11519104,Worn Out,New,Good,1
Car,Poor,3,8,143751,524.00,24-11-2023,6,0,13.32152752,Worn Out,Good,Good,1
SUV,Good,5,10,104001,516.00,02-12-2023,10,0,17.68710412,Good,New,New,1
Truck,Good,0,1,91253,740.00,22-04-2023,6,3,12.56215034,Good,New,Good,0
Truck,Good,0,10,62568,447.00,09-02-2024,8,3,16.98984432,Worn Out,New,New,1
Motorcycle,Good,5,1,128554,739.00,23-04-2023,5,3,16.49959684,Good,Good,New,1
Van,Good,0,1,4192,580.00,29-09-2023,3,2,19.35263154,New,Good,Weak,1
Van,Good,0,10,76969,539.00,09-11-2023,8,3,16.69043769,New,Worn Out,Weak,1
Truck,Average,3,4,115399,612.00,28-08-2023,10,2,11.75693584,Worn Out,Good,Good,1
SUV,Average,0,3,70622,524.00,24-11-2023,2,3,17.25372619,Worn Out,New,New,0
Car,Good,1,6,79159,443.00,13-02-2024,10,0,14.16347029,Worn Out,New,New,0
SUV,Poor,0,8,40239,607.00,02-09-2023,6,0,13.87398734,Good,Worn Out,Weak,1
Motorcycle,Average,5,10,140376,565.00,14-10-2023,8,1,15.2891739,Good,Worn Out,Weak,1
Van,Good,4,1,12121,659.00,12-07-2023,6,3,19.34078967,Worn Out,Good,New,1
Motorcycle,Good,5,2,33238,691.00,10-06-2023,6,3,16.53505237,New,New,Weak,1
Truck,Average,2,3,68354,718.00,14-05-2023,8,2,11.92486918,New,Worn Out,New,1
Car,Good,4,5,141562,513.00,05-12-2023,8,1,14.68953383,Worn Out,Good,Weak,1
Truck,Poor,1,10,119074,451.00,05-02-2024,5,0,18.93062741,New,New,Weak,1
Motorcycle,Average,5,6,22551,550.00,29-10-2023,9,0,13.99524961,New,Worn Out,Weak,1
Truck,Good,1,10,80677,651.00,20-07-2023,7,3,16.21234493,Worn Out,New,New,0
Car,Average,4,2,14262,430.00,26-02-2024,4,1,13.95964899,Worn Out,Good,New,1
Motorcycle,Average,3,6,127545,580.00,29-09-2023,5,3,10.12236915,Worn Out,Good,Good,1
Truck,Good,4,9,37051,620.00,20-08-2023,2,2,15.09883207,New,New,Weak,1
SUV,Average,0,5,17394,518.00,30-11-2023,10,0,17.27197462,Good,Good,Good,0
Bus,Poor,5,8,120788,519.00,29-11-2023,7,3,16.39169599,Worn Out,Worn Out,New,1
Truck,Average,1,1,132605,668.00,03-07-2023,7,1,10.15509494,Worn Out,Good,Weak,1
SUV,Good,3,2,52906,697.00,04-06-2023,8,3,11.23272362,Worn Out,New,New,1
SUV,Good,1,10,120280,430.00,26-02-2024,7,3,19.32842796,Good,Good,New,0
Bus,Average,4,7,10919,439.00,17-02-2024,4,2,15.45627017,Worn Out,Worn Out,Good,1
Bus,Poor,2,6,61156,492.00,26-12-2023,1,0,10.56663309,Good,Worn Out,New,1
Bus,Average,3,7,91708,679.00,22-06-2023,1,1,19.04531153,New,New,Good,1
Bus,Good,2,10,36790,696.00,05-06-2023,10,3,10.78964461,New,Good,Weak,1
Motorcycle,Good,0,7,114222,572.00,07-10-2023,10,1,12.74593824,New,New,Good,0
SUV,Poor,4,6,32094,699.00,02-06-2023,7,2,17.06672048,Worn Out,New,Good,1
Bus,Average,1,3,125669,612.00,28-08-2023,1,2,14.94611029,Worn Out,Worn Out,Weak,1
Truck,Average,0,7,145473,550.00,29-10-2023,1,0,15.73919648,New,Worn Out,Weak,1
Car,Poor,4,4,56956,542.00,06-11-2023,4,0,10.54985451,New,Worn Out,New,1
Car,Average,1,8,78954,621.00,19-08-2023,9,3,11.6713009,Worn Out,New,Weak,1
Van,Good,4,5,107375,669.00,02-07-2023,7,0,16.05279003,New,Worn Out,Good,1
Car,Average,4,5,136808,554.00,25-10-2023,7,3,14.17477684,New,Worn Out,New,1
Truck,Average,4,7,134362,549.00,30-10-2023,3,0,16.23124848,Good,Good,Weak,1
Van,Poor,0,10,72324,445.00,11-02-2024,3,1,11.00048647,Good,New,New,0
Van,Poor,1,8,116262,485.00,02-01-2024,7,3,19.80544134,Good,Worn Out,New,1
SUV,Average,1,1,30090,563.00,16-10-2023,4,0,19.9561143,Worn Out,Worn Out,Good,1
Van,Good,1,7,10337,452.00,04-02-2024,8,0,19.06018169,Good,Worn Out,Good,1
Motorcycle,Good,1,1,8720,512.00,06-12-2023,7,2,19.48303928,Worn Out,Worn Out,Weak,1
Motorcycle,Poor,1,7,125164,604.00,05-09-2023,4,2,18.54758383,Worn Out,Worn Out,Good,1
Motorcycle,Average,4,8,49645,506.00,12-12-2023,4,3,19.55327629,Good,Worn Out,New,1
Bus,Good,3,6,87105,653.00,18-07-2023,7,0,19.32269234,Worn Out,New,Good,0
Truck,Good,4,2,36771,505.00,13-12-2023,3,0,15.70367808,Good,New,New,1
Bus,Good,3,10,10061,698.00,03-06-2023,2,3,17.28276396,New,Worn Out,New,1
Van,Average,5,9,8648,465.00,22-01-2024,5,0,19.20599458,Worn Out,Worn Out,Weak,1
SUV,Poor,2,2,81916,741.00,21-04-2023,4,2,16.29233077,Worn Out,Worn Out,Weak,1
Motorcycle,Average,4,2,149873,667.00,04-07-2023,10,0,16.67951503,New,New,New,1
Van,Poor,4,7,34561,700.00,01-06-2023,2,0,15.39499319,Good,New,Good,1
Car,Average,3,10,30176,480.00,07-01-2024,1,3,16.55327175,Worn Out,Good,New,1
Truck,Poor,3,10,103687,581.00,28-09-2023,5,2,13.36976641,Good,Worn Out,New,1
Car,Average,0,9,31767,441.00,15-02-2024,2,2,13.58992081,Worn Out,Good,New,0
Car,Average,1,6,103737,730.00,02-05-2023,3,3,19.48443208,New,Worn Out,Good,1
Truck,Poor,2,5,25406,452.00,04-02-2024,5,2,17.23646631,Worn Out,Good,New,1
Truck,Poor,0,2,7396,495.00,23-12-2023,5,1,19.00265137,Worn Out,Worn Out,New,1
Van,Good,1,2,135813,680.00,21-06-2023,3,3,15.55842975,Worn Out,New,Weak,1
SUV,Poor,5,6,134635,555.00,24-10-2023,1,0,13.7600595,New,Worn Out,Good,1
Motorcycle,Poor,1,6,57244,473.00,14-01-2024,7,2,10.51512692,New,New,Weak,1
Van,Average,0,3,10856,671.00,30-06-2023,10,2,12.70382831,Worn Out,New,Weak,1
Car,Poor,1,1,124447,492.00,26-12-2023,10,1,11.0499824,Worn Out,New,Weak,1
Bus,Good,3,8,45718,708.00,24-05-2023,1,0,11.17731195,Good,Worn Out,Good,1
Truck,Good,5,1,120110,509.00,09-12-2023,2,3,16.71999243,Good,Worn Out,Weak,1
Motorcycle,Good,4,3,2521,733.00,29-04-2023,6,1,12.3792777,Worn Out,Worn Out,New,1
Bus,Poor,4,10,16111,487.00,31-12-2023,7,2,12.48303915,New,Worn Out,Good,1
Bus,Average,1,6,114668,737.00,25-04-2023,7,0,13.87295171,Good,Worn Out,Weak,1
Truck,Poor,2,9,45946,428.00,28-02-2024,2,1,10.05393918,Worn Out,Good,New,1
Van,Poor,2,7,89820,645.00,26-07-2023,3,2,10.31520027,Good,New,Good,1
Bus,Poor,0,1,126149,549.00,30-10-2023,6,0,14.0682842,Good,Worn Out,Good,1
Car,Good,0,7,48359,592.00,17-09-2023,8,1,10.77134684,Good,New,New,0
Motorcycle,Average,1,4,70154,574.00,05-10-2023,3,3,11.46102159,New,Worn Out,Weak,1
Motorcycle,Good,1,9,23368,529.00,19-11-2023,4,0,19.69634451,Good,New,Good,0
Truck,Good,1,3,1922,627.00,13-08-2023,7,2,12.13685845,New,Worn Out,Good,1
Bus,Average,4,9,16211,649.00,22-07-2023,2,3,13.11750073,New,New,New,1
Car,Poor,3,7,37423,428.00,28-02-2024,2,2,15.13162405,New,Good,Weak,1
Van,Average,5,4,21906,541.00,07-11-2023,8,1,14.92764517,New,Good,Good,1
SUV,Average,2,4,100691,549.00,30-10-2023,1,0,19.75660576,Good,Worn Out,New,1
Van,Good,0,7,106555,635.00,05-08-2023,1,2,13.64529592,Good,Worn Out,New,1
Van,Good,5,2,64332,530.00,18-11-2023,10,1,13.03911446,New,Worn Out,New,1
Van,Average,0,8,74663,754.00,08-04-2023,2,3,14.57718611,Worn Out,Good,Good,0
Van,Poor,3,6,70304,530.00,18-11-2023,9,2,14.60587234,New,Good,Good,1
Motorcycle,Average,1,9,116561,583.00,26-09-2023,5,3,19.88026106,Worn Out,Worn Out,New,1
Truck,Good,2,4,37655,620.00,20-08-2023,2,3,18.52792153,Worn Out,Good,Weak,1
Motorcycle,Poor,4,7,48702,713.00,19-05-2023,7,3,15.02688805,Worn Out,Worn Out,Weak,1
Motorcycle,Good,3,7,47153,711.00,21-05-2023,1,1,18.33421515,Good,New,Weak,1
Truck,Average,3,2,1157,744.00,18-04-2023,3,2,19.31092854,Worn Out,Worn Out,New,1
Van,Poor,4,6,111992,564.00,15-10-2023,5,0,19.19735978,Good,Worn Out,Weak,1
SUV,Average,5,7,12340,496.00,22-12-2023,9,3,14.21029688,Good,New,Good,1
Bus,Average,2,10,137355,434.00,22-02-2024,4,0,16.05879098,New,New,New,0
Van,Poor,5,7,22801,536.00,12-11-2023,9,1,13.9254039,Worn Out,New,New,1
Bus,Average,4,9,132199,551.00,28-10-2023,5,0,17.57249016,New,New,Good,1
Truck,Poor,4,5,98962,744.00,18-04-2023,1,3,17.03977441,New,Good,Good,1
Van,Poor,1,8,46646,649.00,22-07-2023,10,3,11.14207419,New,Worn Out,Weak,1
Motorcycle,Average,5,5,141601,649.00,22-07-2023,3,3,12.36905597,Good,Worn Out,Weak,1
Bus,Good,5,4,102306,573.00,06-10-2023,2,3,19.56624456,Good,New,Weak,1
Car,Good,2,9,129522,525.00,23-11-2023,9,2,14.06997157,Good,Good,Good,1
Van,Average,3,9,31351,428.00,28-02-2024,2,2,18.67977024,Good,Good,Good,1
SUV,Average,3,1,111905,592.00,17-09-2023,6,1,17.26757218,Good,Good,Good,1
Van,Poor,3,6,16520,459.00,28-01-2024,9,0,17.94588191,Good,Worn Out,Good,1
Truck,Good,0,1,101355,744.00,18-04-2023,5,3,17.36411686,Worn Out,New,Weak,1
Motorcycle,Average,4,8,54256,607.00,02-09-2023,4,3,12.91210879,Good,Good,Good,1
Car,Poor,2,9,73027,594.00,15-09-2023,1,1,19.1804569,Good,Worn Out,Good,1
Bus,Poor,0,3,73808,754.00,08-04-2023,2,3,13.28916581,Good,Worn Out,Good,1
SUV,Poor,3,2,64947,721.00,11-05-2023,3,1,11.28921445,New,Worn Out,Good,1
Truck,Poor,5,4,49925,529.00,19-11-2023,4,1,18.72957591,Worn Out,Worn Out,Weak,1
Motorcycle,Good,3,9,14981,439.00,17-02-2024,4,3,14.10237534,New,New,Weak,1
Motorcycle,Poor,3,5,141320,525.00,23-11-2023,10,3,16.22127577,Worn Out,New,Weak,1
Truck,Average,5,6,45258,609.00,31-08-2023,8,1,17.62889455,Good,Good,Good,1
Truck,Poor,1,4,148356,611.00,29-08-2023,3,0,17.88863164,New,Good,Good,0
SUV,Poor,3,5,126978,647.00,24-07-2023,3,2,15.33578708,Worn Out,Good,Weak,1
Van,Poor,1,10,112341,546.00,02-11-2023,10,3,11.99288287,New,Worn Out,Weak,1
Van,Good,2,8,142382,484.00,03-01-2024,2,2,11.82999476,Good,Worn Out,Weak,1
Car,Poor,0,7,148866,756.00,06-04-2023,4,2,16.47345059,New,New,Good,0
Bus,Good,4,5,75702,714.00,18-05-2023,4,1,16.04292286,New,Good,Good,1
SUV,Average,5,9,47990,672.00,29-06-2023,1,1,13.53652724,New,Worn Out,New,1
Motorcycle,Average,3,5,89197,463.00,24-01-2024,9,1,19.3905296,New,Good,New,1
Motorcycle,Good,0,5,140307,436.00,20-02-2024,8,3,13.96017108,Worn Out,Worn Out,Good,1
Van,Poor,0,8,7523,571.00,08-10-2023,2,0,19.73620459,New,New,Good,0
Truck,Good,2,2,141989,528.00,20-11-2023,8,2,19.9501477,New,Good,Weak,1
Van,Poor,5,6,89519,478.00,09-01-2024,6,0,13.51285481,Good,Good,Good,1
SUV,Good,5,8,41210,730.00,02-05-2023,2,1,19.96105104,Good,Good,Good,1
Motorcycle,Poor,1,2,91649,510.00,08-12-2023,6,2,11.98093329,Worn Out,Good,New,0
Motorcycle,Good,0,4,116804,750.00,12-04-2023,1,2,15.59761186,Good,Worn Out,New,1
Motorcycle,Good,3,9,78915,731.00,01-05-2023,8,0,14.16410544,Worn Out,Good,Weak,1
Bus,Good,2,1,126430,601.00,08-09-2023,7,0,17.45942765,Worn Out,New,New,0
Van,Average,3,7,70508,743.00,19-04-2023,6,0,14.08017408,New,Good,Weak,1
SUV,Poor,2,2,145616,459.00,28-01-2024,3,2,18.03352884,New,Good,Good,1
Motorcycle,Average,3,7,77058,447.00,09-02-2024,7,2,10.76464226,New,Worn Out,New,1
Bus,Average,2,1,21512,656.00,15-07-2023,4,2,13.64824548,Good,Worn Out,New,1
Bus,Poor,5,9,33314,430.00,26-02-2024,7,0,19.43045527,Good,Worn Out,Good,1
Motorcycle,Good,3,5,71269,758.00,04-04-2023,1,3,15.17745165,Worn Out,Good,Weak,1
SUV,Good,4,5,81806,439.00,17-02-2024,3,1,12.44902826,Good,New,Good,1
Bus,Good,4,6,126021,571.00,08-10-2023,7,2,18.30275976,New,New,Weak,1
Truck,Poor,4,10,60738,715.00,17-05-2023,10,1,16.74592677,Good,New,Good,1
SUV,Poor,2,7,113793,697.00,04-06-2023,2,2,12.10461542,Good,New,Good,1
Bus,Poor,0,6,44008,437.00,19-02-2024,4,3,17.01549989,Good,Good,Good,0
Truck,Poor,2,5,15911,675.00,26-06-2023,7,1,17.60111893,New,New,Good,1
SUV,Poor,2,5,141683,544.00,04-11-2023,6,2,12.33895451,New,Worn Out,Weak,1
Truck,Poor,3,2,5520,637.00,03-08-2023,4,2,14.8464844,New,Worn Out,Weak,1
SUV,Poor,3,10,94956,664.00,07-07-2023,7,0,16.53205979,Good,Worn Out,Weak,1
Van,Good,5,9,124575,577.00,02-10-2023,5,2,17.25763026,Worn Out,Good,Weak,1
Motorcycle,Poor,3,9,4822,503.00,15-12-2023,7,1,14.82901463,Worn Out,Worn Out,New,1
Truck,Poor,1,10,2196,583.00,26-09-2023,9,2,18.03742445,Worn Out,New,New,1
Bus,Poor,3,3,21324,437.00,19-02-2024,4,1,12.81124504,New,New,Weak,1
Van,Good,3,7,46715,649.00,22-07-2023,9,2,18.77090105,New,Worn Out,Weak,1
Van,Poor,3,3,83942,548.00,31-10-2023,1,1,13.55258015,New,New,New,1
Bus,Poor,2,4,140538,667.00,04-07-2023,1,0,13.60741348,Good,Worn Out,Good,1
Motorcycle,Average,1,3,110441,592.00,17-09-2023,1,0,13.47137708,Good,Worn Out,Weak,1
Car,Average,5,7,111073,623.00,17-08-2023,4,1,18.29122453,Worn Out,Good,Weak,1
Truck,Poor,0,5,149743,561.00,18-10-2023,4,2,12.61252746,New,Worn Out,New,1
Bus,Good,5,1,28157,700.00,01-06-2023,9,0,15.84450146,Good,New,New,1
Van,Average,0,9,59076,634.00,06-08-2023,1,2,16.1884052,Worn Out,Worn Out,Good,1
Bus,Poor,4,10,77319,692.00,09-06-2023,8,1,11.36615275,Worn Out,Worn Out,Weak,1
SUV,Poor,3,4,71761,735.00,27-04-2023,7,0,16.8648808,New,New,New,1
Bus,Good,4,8,15469,430.00,26-02-2024,6,2,17.83093459,Good,Good,New,1
SUV,Good,1,9,124283,460.00,27-01-2024,10,0,15.98885799,Good,Worn Out,Weak,1
Motorcycle,Average,3,9,83962,706.00,26-05-2023,4,3,17.83816023,New,New,New,1
Bus,Average,0,10,15600,435.00,21-02-2024,7,0,14.89879294,Worn Out,Good,New,0
Car,Good,5,8,117422,729.00,03-05-2023,2,1,11.07420205,Good,Worn Out,Good,1
Motorcycle,Average,3,7,80539,681.00,20-06-2023,8,2,17.55289902,Good,New,New,1
Motorcycle,Poor,3,10,14933,521.00,27-11-2023,6,0,14.22985378,New,New,Weak,1
Van,Good,4,4,66078,440.00,16-02-2024,9,0,18.15010291,Good,New,Weak,1
Bus,Average,0,8,42524,487.00,31-12-2023,9,3,12.44759867,New,Good,Good,1
Car,Good,0,7,12757,716.00,16-05-2023,1,1,13.48566343,Worn Out,Worn Out,New,1
Truck,Average,3,3,87220,666.00,05-07-2023,1,3,19.57763856,New,New,Weak,1
SUV,Average,1,9,78204,661.00,10-07-2023,4,1,15.8503877,Worn Out,New,New,0
Car,Good,1,8,131113,617.00,23-08-2023,3,1,17.98870788,Worn Out,Worn Out,Weak,1
Car,Good,0,8,51735,516.00,02-12-2023,4,2,14.43327499,New,Worn Out,New,1
SUV,Poor,5,7,133026,507.00,11-12-2023,6,0,15.25458203,Worn Out,Good,Weak,1
SUV,Good,1,3,48482,439.00,17-02-2024,2,3,11.62045669,New,Good,New,0
Motorcycle,Average,1,2,127833,664.00,07-07-2023,4,1,10.43818461,Good,New,New,0
Car,Good,3,10,10824,629.00,11-08-2023,7,3,16.23652405,Good,Worn Out,Weak,1
SUV,Good,2,8,47218,660.00,11-07-2023,9,3,18.12122944,New,Worn Out,Weak,1
Bus,Average,2,4,86233,561.00,18-10-2023,9,0,10.94816571,New,Worn Out,Good,1
Bus,Poor,5,8,25729,435.00,21-02-2024,1,2,10.89661127,Worn Out,New,Weak,1
Car,Poor,2,5,27640,750.00,12-04-2023,4,0,11.72275489,Worn Out,New,New,1
Truck,Good,3,8,102284,727.00,05-05-2023,3,1,13.09911827,Worn Out,Good,Good,0
Van,Average,1,2,21259,638.00,02-08-2023,1,0,11.78010706,Good,Good,Good,0
Truck,Good,0,7,147970,662.00,09-07-2023,7,2,12.24837068,Worn Out,Worn Out,Good,1
Bus,Average,4,5,138655,523.00,25-11-2023,4,0,10.68110612,Good,Good,Good,1
Motorcycle,Average,5,1,110911,728.00,04-05-2023,1,0,12.74246289,Worn Out,Good,Weak,1
SUV,Good,0,7,140115,605.00,04-09-2023,7,3,19.80845827,Worn Out,Good,Weak,1
Van,Average,5,1,41895,660.00,11-07-2023,7,1,17.17577383,New,Worn Out,New,1
Motorcycle,Good,3,1,55967,451.00,05-02-2024,8,0,17.68572403,Good,New,Good,0
SUV,Good,2,5,146924,469.00,18-01-2024,2,2,12.52479661,Worn Out,Good,Weak,1
SUV,Good,3,9,15283,484.00,03-01-2024,2,3,17.5851225,New,Good,New,0
SUV,Poor,4,1,61670,452.00,04-02-2024,2,0,19.44058155,Worn Out,New,Good,1
Bus,Poor,4,9,132050,567.00,12-10-2023,8,0,10.96390208,Good,Good,Weak,1
Truck,Average,3,10,142355,720.00,12-05-2023,2,0,11.0535555,New,New,Good,1
SUV,Poor,3,8,112862,623.00,17-08-2023,5,3,12.07479376,Worn Out,New,New,1
Bus,Poor,2,7,65773,601.00,08-09-2023,6,1,11.4942523,Worn Out,Worn Out,New,1
SUV,Good,4,2,5176,639.00,01-08-2023,1,0,13.75257537,Worn Out,Worn Out,New,1
Car,Average,4,7,1447,463.00,24-01-2024,7,3,16.61214162,Worn Out,New,Good,1
Van,Poor,1,8,82541,468.00,19-01-2024,9,3,14.70487647,Worn Out,New,Good,1
Van,Poor,3,1,82580,509.00,09-12-2023,3,3,15.51616496,New,Good,Good,1
Motorcycle,Good,0,4,149668,591.00,18-09-2023,4,0,18.80132473,New,New,Good,0
Motorcycle,Good,2,7,110984,694.00,07-06-2023,1,2,19.29544215,New,Good,Good,0
SUV,Good,5,6,102362,673.00,28-06-2023,1,3,13.78361496,Worn Out,New,New,1
SUV,Good,1,4,130061,682.00,19-06-2023,2,1,18.42926329,New,Good,New,0
Bus,Average,1,9,121334,705.00,27-05-2023,2,3,18.34893483,New,Good,Good,0
Van,Poor,3,2,26567,490.00,28-12-2023,2,2,18.97257117,Worn Out,New,Good,1
Truck,Average,4,10,73874,609.00,31-08-2023,4,2,13.97474831,Worn Out,Worn Out,Weak,1
Truck,Good,0,9,52937,671.00,30-06-2023,10,3,19.42467778,Good,Worn Out,Good,1
Truck,Average,3,9,18779,583.00,26-09-2023,1,1,11.93154064,Good,Good,Good,1
Bus,Poor,5,10,110784,677.00,24-06-2023,3,3,14.55573263,Worn Out,Good,Good,1
Van,Good,2,5,61609,508.00,10-12-2023,1,3,10.39218013,New,New,Good,0
Motorcycle,Good,1,9,143210,636.00,04-08-2023,4,1,10.46263367,Good,New,Weak,1
Car,Average,5,8,72053,600.00,09-09-2023,4,1,12.4292412,New,Worn Out,New,1
SUV,Poor,4,4,42907,709.00,23-05-2023,4,2,16.13752079,Worn Out,Good,New,1
Bus,Good,3,1,131388,714.00,18-05-2023,5,0,17.2277972,Good,Worn Out,New,1
Bus,Poor,1,1,65059,542.00,06-11-2023,10,3,10.34884461,New,New,Good,1
SUV,Average,5,2,2459,473.00,14-01-2024,2,0,11.04283097,Good,New,Weak,1
SUV,Poor,2,9,136881,519.00,29-11-2023,10,3,10.71134418,Good,Good,Good,1
SUV,Poor,3,5,45248,509.00,09-12-2023,8,0,19.68325905,Worn Out,New,New,1
SUV,Average,2,10,65976,547.00,01-11-2023,5,0,16.13661307,Good,Worn Out,Weak,1
SUV,Poor,2,6,80504,579.00,30-09-2023,8,0,19.87860019,New,Good,Good,1
Truck,Poor,5,5,25459,552.00,27-10-2023,2,0,13.41331941,New,Good,Weak,1
Motorcycle,Average,4,9,55995,508.00,10-12-2023,5,2,18.22486899,Worn Out,Good,Weak,1
SUV,Average,2,8,146237,573.00,06-10-2023,3,3,18.99369197,Good,New,Weak,1
SUV,Good,2,3,51941,451.00,05-02-2024,8,2,19.87437862,Good,Good,New,1
Car,Poor,5,10,143265,643.00,28-07-2023,6,2,15.58241751,Good,Good,New,1
Motorcycle,Good,3,7,120559,559.00,20-10-2023,3,1,18.29594619,Good,New,New,0
Bus,Poor,3,4,55475,474.00,13-01-2024,10,2,11.34472473,Good,New,Weak,1
SUV,Good,2,8,122214,578.00,01-10-2023,7,0,17.81670621,Worn Out,New,Good,0
Bus,Poor,1,9,57682,534.00,14-11-2023,4,1,16.69894283,Worn Out,Worn Out,New,1
Bus,Good,0,9,43893,435.00,21-02-2024,5,3,18.80390083,New,Good,Weak,1
Car,Poor,3,7,145743,751.00,11-04-2023,3,1,10.46917336,Worn Out,Good,Weak,1
Motorcycle,Poor,0,4,122812,729.00,03-05-2023,9,0,19.01135027,Good,Worn Out,Good,1
Motorcycle,Good,3,4,41531,641.00,30-07-2023,5,0,16.71762187,Good,Good,New,0
Truck,Good,4,4,16238,719.00,13-05-2023,7,3,12.70126786,New,Good,Weak,1
Car,Poor,0,1,33611,642.00,29-07-2023,5,1,13.06458956,Worn Out,Worn Out,Good,1
Truck,Poor,1,5,30080,659.00,12-07-2023,3,2,16.08635972,Worn Out,Worn Out,Good,1
Truck,Average,0,9,49071,542.00,06-11-2023,4,1,13.50366766,Worn Out,New,Weak,1
Car,Average,1,5,109406,627.00,13-08-2023,5,3,10.65297869,Worn Out,Worn Out,Good,1
Car,Average,5,3,18392,663.00,08-07-2023,2,0,10.56904837,New,New,Good,1
Bus,Average,2,7,142736,457.00,30-01-2024,8,1,15.5650954,New,New,Good,0
